,0
Parent and Child,33.52009306310543
Parent and Teenager,39.37102904077161
Wife and Husband,36.42537845175427
Fiance and Fiancee,55.845346400782404
Between Siblings,61.269914300732566
Between divorced spouses,153.44350275821026
Between a person and their in-laws,95.4077172331455
Between cousins,71.8344188819675
Employer and Employee,92.52154761022193
Interviewer and Job applicant,127.02568123999151
Guard and Prisoner,179.01868380566822
Nurse and Patient,87.38684893746905
Therapist and Patient,82.62763582250099
Salesperson and Customer,83.55224958024714
Between Business Partners,131.22765043546974
Between opposing negotiators,121.91986243609252
Between political opponents,89.19451299915217
Between business rivals,151.2018658890107
Between enemies,122.6766138964541
Teacher and Student,35.072282681616755
Professor and Graduate student,68.93395636749003
Master and Servant,196.43569209630087
Between Close Friends,32.171998052503056
Between casual acquaintances,96.99568668488853
Between teammates in sports,139.6921564813954
Between second cousins,116.91615578883308
Parent and Infant,88.141551151414
Grandparent and Grandchild,72.91373382200346
Step-parent and Step-child,118.68646506043041
Foster-parent and Foster-child,138.7848187186281
Godparent and Godchild,112.97020233964945
Step-grandparent and Step-grandchild,182.50052931571523
Ancestor and Descendant,93.13622457346871
Bride and Groom,129.8534907069222
Man and His Mistress,181.75634794093202
Man Wife and Man Mistress,233.92465881641596
Brother and Sister,79.60945551453754
Between step-siblings,258.0757902974263
Between distant relatives,164.1535614945298
Between close relatives,39.453162606980065
Between twins,156.70766203774141
Between a person and their family friends,58.85818109849062
Between a person and their deceased spouse,200.95614717633833
Manager and Staff,113.76700276863917
Foreman and Laborer,238.49786474282496
Owner and Manager,161.38651137175964
Union leader and union member,210.47299037731577
Manager and Assistant,247.22700178314872
Chief and Deputy,85.56735459118566
Supervisor and Subordinate,86.572241856224
Boss and Secretary,122.67638918609293
Entrepreneur and Investor,191.34952358916988
Intern and Employee,70.38129489568621
Lawyer and Client,181.1020942290231
Judge and Lawyer,232.3220576233046
Victim and Criminal,252.43422080508208
Drug dealer and Addict,194.82913969868633
Victim and Witness,147.01683670013506
Criminal and Police officer,202.99326628254
Criminal and Prosecutor,233.60278887275936
Criminal and Hostage,171.22352620892005
Defendant and Plaintiff,136.42198538120022
Police officer and Offender,152.12257567450803
Police officer and Civilian,116.77678145077435
Parole officer and Parolee,267.5581318237168
Consultant and Client,105.58061279269975
Chef and Customer,169.0128300246224
Customer and Server,107.6467503967855
Customer and Businessman,98.80550094534284
Doctor and Patient,79.48302904133965
Doctor and Nurse,177.49328852296534
Patient and Caretaker,135.62628689875623
Driver and Passenger,94.34333965886275
Coach and athlete,100.23526138662643
Team Captain and Team Members,130.18366272850318
Club Member and Club President,155.54139832721955
Politician and Supporter,211.43477552080066
Leader and Follower,147.47488343089955
Representative and Citizen,118.8028405179133
Officer and Soldier,295.31570260097243
Babysitter and Infant,127.43590130664597
Religious leader and Congregant,258.55201471811716
Between religious followers,185.2699813849869
Prostitute and Customer,200.8197770537373
Guide and Tourist,86.1058944474211
Athlete and Referee,160.29394606514305
Slave and Master,176.75651704781146
Reader and Writer,128.5380593555271
Reviewer and Writer,159.2266143298301
Performer and Audience,134.11112843624534
Dealer and Buyer,76.35398709139645
Sugar-daddy and Sugar-baby,175.8888952969656
Director and Performer,135.31699032572783
Psychologist and Client,131.53609092581578
Judge and Contestant,105.97207018703736
Man and God,247.44117222850917
Between Co-workers,74.46939135138494
Between sports rivals,64.54483717633609
Between romantic rivals,150.95001133036376
Between criminal and their accomplice,106.69928433952657
Between diplomats,102.36141528013707
Principal and Teacher,153.9219988991433
Professor and Teaching Assistant,55.89649621262606
University student and Administrator,68.9679374970827
Student and Dorm Resident assistant,212.31286052978132
Mentor and Mentee,83.37657364492115
Athletic trainer and Trainee,111.09824214273435
Researcher and Research Subject,72.29618973786876
Between peers,62.515844590326495
Between classmates,34.61305145747355
Between roommates,135.09933737861712
Between sorority sisters,195.94849912238908
Between fraternity brothers,136.4984750144063
Bride and Bridesmaid,278.839636794386
Groom and Groomsman,291.3283702388832
Predecessor and Successor,268.708689192056
Landlord and Tenant,118.61937930621417
Landlord and Housekeeper,256.49470433184956
Guest and Host,81.34908903435792
Television host and Guest,230.98176807130838
Volunteer and Organizer,190.54110978797044
Celebrity and Fans,132.61558859339655
Celebrity and Haters,174.91129773499554
Native and Tourist,128.2606940209963
Bully and Victim,196.20933686327683
Between friends,59.454027587012
Between Facebook Friends,115.05199148234368
Between a person and their social media follower,202.81632988114308
Between childhood friends,52.72441727276601
Between pen-friends,140.56958529601806
Between friends with benefits,111.61095354306462
Between political allies,110.5895422039512
Between romantic lovers,126.4043582107784
Between ex-lovers,121.19573178121185
Between life-partners,48.708916499573796
Between soul-mates,103.09906266174751
Between strangers,220.3265786292442
Between neighbors,116.2494071940726
Between church members,282.1052788557623
Between fans of the same sports team,92.45061161678575
Between fans of opposing sports teams,148.80149323253153
Superior and Subordinate,103.17263192628725
Aunt and Niece/Nephew,34.20471481417779
Uncle and Niece/Nephew,35.960520887790686
Between frenemies,95.56150871117309
Between half-siblings,138.38673564201645
Between adoptive parents and adopted kids,163.40528771208173
Mother and Infant,117.08369265284011
Between alumni,154.3592076299885
Between a monarch and their minister,192.98813265758452
Between confidants,142.5625115033553
Between a person and their significant other,146.5615292415637
Between companions,104.94508730516019
Between playmates,50.919621888531275
Between competitors in sports,103.60337561935116
Between a person and their crush,123.71162136973798
Between cohabitants,93.62311830251176
Between long-distance lovers,87.851382941109
Between brothers-in-arms,201.80471349616874
